"","rn","V1"
"198","OG0000197:",42
"199","OG0000198:",42
"200","OG0000199:",42
"201","OG0000200:",42
"202","OG0000201:",42
"203","OG0000202:",42
"204","OG0000203:",42
"205","OG0000204:",42
"206","OG0000205:",42
"207","OG0000206:",42
"208","OG0000207:",42
"209","OG0000208:",42
"210","OG0000209:",42
"211","OG0000210:",42
"212","OG0000211:",42
"213","OG0000212:",42
"214","OG0000213:",42
"215","OG0000214:",42
"216","OG0000215:",42
"217","OG0000216:",42
"218","OG0000217:",42
"219","OG0000218:",42
"220","OG0000219:",42
"221","OG0000220:",42
"222","OG0000221:",42
"223","OG0000222:",42
"224","OG0000223:",42
"225","OG0000224:",42
"226","OG0000225:",41
"227","OG0000226:",42
"228","OG0000227:",42
"229","OG0000228:",42
"230","OG0000229:",42
"231","OG0000230:",41
"232","OG0000231:",42
"233","OG0000232:",42
"234","OG0000233:",42
"235","OG0000234:",42
"236","OG0000235:",42
"237","OG0000236:",42
"238","OG0000237:",42
"239","OG0000238:",42
"240","OG0000239:",42
"241","OG0000240:",42
"242","OG0000241:",42
"243","OG0000242:",42
"244","OG0000243:",42
"245","OG0000244:",42
"246","OG0000245:",42
"247","OG0000246:",42
"248","OG0000247:",42
"249","OG0000248:",42
"250","OG0000249:",42
"251","OG0000250:",42
"252","OG0000251:",42
"253","OG0000252:",41
"254","OG0000253:",42
"255","OG0000254:",42
"256","OG0000255:",42
"257","OG0000256:",42
"258","OG0000257:",42
"259","OG0000258:",42
"260","OG0000259:",42
"261","OG0000260:",42
"262","OG0000261:",42
"263","OG0000262:",42
"264","OG0000263:",42
"265","OG0000264:",42
"266","OG0000265:",42
"267","OG0000266:",42
"268","OG0000267:",42
"269","OG0000268:",42
"270","OG0000269:",42
"271","OG0000270:",42
"272","OG0000271:",42
"273","OG0000272:",42
"274","OG0000273:",42
"275","OG0000274:",42
"276","OG0000275:",42
"277","OG0000276:",42
"278","OG0000277:",42
"279","OG0000278:",42
"280","OG0000279:",42
"281","OG0000280:",42
"282","OG0000281:",42
"283","OG0000282:",42
"284","OG0000283:",42
"285","OG0000284:",42
"286","OG0000285:",42
"287","OG0000286:",42
"288","OG0000287:",42
"289","OG0000288:",42
"290","OG0000289:",42
"291","OG0000290:",42
"292","OG0000291:",42
"293","OG0000292:",42
"294","OG0000293:",42
"295","OG0000294:",41
"296","OG0000295:",42
"297","OG0000296:",42
"298","OG0000297:",42
"299","OG0000298:",42
"300","OG0000299:",42
"301","OG0000300:",42
"302","OG0000301:",41
"303","OG0000302:",42
"304","OG0000303:",38
"305","OG0000304:",42
"306","OG0000305:",42
"307","OG0000306:",42
"308","OG0000307:",42
"309","OG0000308:",42
"310","OG0000309:",42
"311","OG0000310:",42
"312","OG0000311:",42
"313","OG0000312:",42
"314","OG0000313:",42
"315","OG0000314:",41
"316","OG0000315:",38
"317","OG0000316:",37
"318","OG0000317:",37
"319","OG0000318:",38
"320","OG0000319:",6
"321","OG0000320:",42
"322","OG0000321:",42
"323","OG0000322:",42
"324","OG0000323:",42
"325","OG0000324:",41
"326","OG0000325:",42
"327","OG0000326:",42
"328","OG0000327:",42
"329","OG0000328:",42
"330","OG0000329:",42
"331","OG0000330:",42
"332","OG0000331:",42
"333","OG0000332:",42
"334","OG0000333:",42
"335","OG0000334:",42
"336","OG0000335:",42
"337","OG0000336:",42
"338","OG0000337:",42
"339","OG0000338:",41
"340","OG0000339:",42
"341","OG0000340:",42
"342","OG0000341:",42
"343","OG0000342:",42
"344","OG0000343:",42
"345","OG0000344:",42
"346","OG0000345:",42
"347","OG0000346:",42
"348","OG0000347:",42
"349","OG0000348:",42
"350","OG0000349:",42
"351","OG0000350:",42
"352","OG0000351:",42
"353","OG0000352:",42
"354","OG0000353:",42
"355","OG0000354:",42
"356","OG0000355:",42
"357","OG0000356:",42
"358","OG0000357:",42
"359","OG0000358:",42
"360","OG0000359:",42
"361","OG0000360:",42
"362","OG0000361:",42
"363","OG0000362:",42
"364","OG0000363:",42
"365","OG0000364:",42
"366","OG0000365:",42
"367","OG0000366:",42
"368","OG0000367:",42
"369","OG0000368:",42
"370","OG0000369:",42
"371","OG0000370:",42
"372","OG0000371:",42
"373","OG0000372:",42
"374","OG0000373:",42
"375","OG0000374:",42
"376","OG0000375:",42
"377","OG0000376:",42
"378","OG0000377:",42
"379","OG0000378:",42
"380","OG0000379:",42
"381","OG0000380:",42
"382","OG0000381:",42
"383","OG0000382:",42
"384","OG0000383:",42
"385","OG0000384:",42
"386","OG0000385:",42
"387","OG0000386:",42
"388","OG0000387:",42
"389","OG0000388:",42
"390","OG0000389:",42
"391","OG0000390:",42
"392","OG0000391:",42
"393","OG0000392:",42
"394","OG0000393:",42
"395","OG0000394:",42
"396","OG0000395:",42
"397","OG0000396:",41
"398","OG0000397:",42
"399","OG0000398:",42
"400","OG0000399:",42
"401","OG0000400:",42
"402","OG0000401:",42
"403","OG0000402:",42
"404","OG0000403:",42
"405","OG0000404:",42
"406","OG0000405:",42
"407","OG0000406:",42
"408","OG0000407:",42
"409","OG0000408:",42
"410","OG0000409:",42
"411","OG0000410:",42
"412","OG0000411:",42
"413","OG0000412:",42
"414","OG0000413:",42
"415","OG0000414:",41
"416","OG0000415:",40
"417","OG0000416:",40
"418","OG0000417:",40
"419","OG0000418:",40
"420","OG0000419:",40
"421","OG0000420:",40
"422","OG0000421:",40
"423","OG0000422:",40
"424","OG0000423:",40
"425","OG0000424:",40
"426","OG0000425:",40
"427","OG0000426:",42
"428","OG0000427:",42
"429","OG0000428:",42
"430","OG0000429:",42
"431","OG0000430:",42
"432","OG0000431:",42
"433","OG0000432:",42
"434","OG0000433:",42
"435","OG0000434:",42
"436","OG0000435:",42
"437","OG0000436:",42
"438","OG0000437:",42
"439","OG0000438:",42
"440","OG0000439:",42
"441","OG0000440:",42
"442","OG0000441:",42
"443","OG0000442:",42
"444","OG0000443:",42
"445","OG0000444:",42
"446","OG0000445:",42
"447","OG0000446:",42
"448","OG0000447:",42
"449","OG0000448:",42
"450","OG0000449:",42
"451","OG0000450:",42
"452","OG0000451:",42
"453","OG0000452:",42
"454","OG0000453:",42
"455","OG0000454:",42
"456","OG0000455:",42
"457","OG0000456:",42
"458","OG0000457:",42
"459","OG0000458:",42
"460","OG0000459:",42
"461","OG0000460:",42
"462","OG0000461:",42
"463","OG0000462:",42
"464","OG0000463:",42
"465","OG0000464:",42
"466","OG0000465:",42
"467","OG0000466:",42
"468","OG0000467:",42
"469","OG0000468:",42
"470","OG0000469:",42
"471","OG0000470:",42
"472","OG0000471:",42
"473","OG0000472:",42
"474","OG0000473:",42
"475","OG0000474:",42
"476","OG0000475:",41
"477","OG0000476:",42
"478","OG0000477:",42
"479","OG0000478:",42
"480","OG0000479:",42
"481","OG0000480:",42
"482","OG0000481:",42
"483","OG0000482:",42
"484","OG0000483:",42
"485","OG0000484:",42
"486","OG0000485:",42
"487","OG0000486:",42
"488","OG0000487:",42
"489","OG0000488:",42
"490","OG0000489:",42
"491","OG0000490:",42
"492","OG0000491:",41
"493","OG0000492:",42
"494","OG0000493:",42
"495","OG0000494:",42
"496","OG0000495:",42
"497","OG0000496:",42
"498","OG0000497:",42
"499","OG0000498:",42
"500","OG0000499:",42
"501","OG0000500:",42
"502","OG0000501:",42
"503","OG0000502:",42
"504","OG0000503:",42
"505","OG0000504:",42
"506","OG0000505:",42
"507","OG0000506:",42
"508","OG0000507:",42
"509","OG0000508:",42
"510","OG0000509:",42
"511","OG0000510:",42
"512","OG0000511:",42
"513","OG0000512:",42
"514","OG0000513:",42
"515","OG0000514:",42
"516","OG0000515:",42
"517","OG0000516:",42
"518","OG0000517:",42
"519","OG0000518:",42
"520","OG0000519:",42
"521","OG0000520:",42
"522","OG0000521:",42
"523","OG0000522:",42
"524","OG0000523:",42
"525","OG0000524:",42
"526","OG0000525:",41
"527","OG0000526:",42
"528","OG0000527:",42
"529","OG0000528:",42
"530","OG0000529:",42
"531","OG0000530:",42
"532","OG0000531:",42
"533","OG0000532:",42
"534","OG0000533:",42
"535","OG0000534:",42
"536","OG0000535:",42
"537","OG0000536:",42
"538","OG0000537:",41
"539","OG0000538:",41
"540","OG0000539:",41
"541","OG0000540:",41
"542","OG0000541:",42
"543","OG0000542:",42
"544","OG0000543:",42
"545","OG0000544:",42
"546","OG0000545:",41
"547","OG0000546:",41
"548","OG0000547:",42
"549","OG0000548:",37
"550","OG0000549:",42
"551","OG0000550:",42
"552","OG0000551:",42
"553","OG0000552:",42
"554","OG0000553:",42
"555","OG0000554:",42
"556","OG0000555:",42
"557","OG0000556:",42
"558","OG0000557:",42
"559","OG0000558:",42
"560","OG0000559:",42
"561","OG0000560:",42
"562","OG0000561:",42
"563","OG0000562:",42
"564","OG0000563:",42
"565","OG0000564:",42
"566","OG0000565:",42
"567","OG0000566:",42
"568","OG0000567:",42
"569","OG0000568:",42
"570","OG0000569:",42
"571","OG0000570:",42
"572","OG0000571:",42
"573","OG0000572:",42
"574","OG0000573:",42
"575","OG0000574:",42
"576","OG0000575:",42
"577","OG0000576:",42
"578","OG0000577:",42
"579","OG0000578:",42
"580","OG0000579:",42
"581","OG0000580:",42
"582","OG0000581:",42
"583","OG0000582:",42
"584","OG0000583:",42
"585","OG0000584:",42
"586","OG0000585:",42
"587","OG0000586:",42
"588","OG0000587:",42
"589","OG0000588:",42
"590","OG0000589:",42
"591","OG0000590:",42
"592","OG0000591:",42
"593","OG0000592:",42
"594","OG0000593:",42
"595","OG0000594:",42
"596","OG0000595:",42
"597","OG0000596:",42
"598","OG0000597:",42
"599","OG0000598:",42
"600","OG0000599:",42
"601","OG0000600:",42
"602","OG0000601:",42
"603","OG0000602:",42
"604","OG0000603:",42
"605","OG0000604:",42
"606","OG0000605:",42
"607","OG0000606:",42
"608","OG0000607:",42
"609","OG0000608:",42
"610","OG0000609:",42
"611","OG0000610:",42
"612","OG0000611:",42
"613","OG0000612:",42
"614","OG0000613:",42
"615","OG0000614:",42
"616","OG0000615:",42
"617","OG0000616:",42
"618","OG0000617:",42
"619","OG0000618:",42
"620","OG0000619:",42
"621","OG0000620:",42
"622","OG0000621:",42
"623","OG0000622:",42
"624","OG0000623:",42
"625","OG0000624:",42
"626","OG0000625:",42
"627","OG0000626:",42
"628","OG0000627:",42
"629","OG0000628:",42
"630","OG0000629:",42
"631","OG0000630:",42
"632","OG0000631:",42
"633","OG0000632:",42
"634","OG0000633:",42
"635","OG0000634:",42
"636","OG0000635:",42
"637","OG0000636:",42
"638","OG0000637:",42
"639","OG0000638:",42
"640","OG0000639:",42
"641","OG0000640:",42
"642","OG0000641:",42
"643","OG0000642:",42
"644","OG0000643:",42
"645","OG0000644:",42
"646","OG0000645:",42
"647","OG0000646:",42
"648","OG0000647:",42
"649","OG0000648:",42
"650","OG0000649:",42
"651","OG0000650:",42
"652","OG0000651:",42
"653","OG0000652:",42
"654","OG0000653:",42
"655","OG0000654:",42
"656","OG0000655:",42
"657","OG0000656:",42
"658","OG0000657:",42
"659","OG0000658:",42
"660","OG0000659:",42
"661","OG0000660:",42
"662","OG0000661:",42
"663","OG0000662:",42
"664","OG0000663:",42
"665","OG0000664:",42
"666","OG0000665:",41
"667","OG0000666:",41
"668","OG0000667:",42
"669","OG0000668:",42
"670","OG0000669:",42
"671","OG0000670:",42
"672","OG0000671:",42
"673","OG0000672:",42
"674","OG0000673:",42
"675","OG0000674:",42
"676","OG0000675:",42
"677","OG0000676:",42
"678","OG0000677:",42
"679","OG0000678:",42
"680","OG0000679:",42
"681","OG0000680:",42
"682","OG0000681:",42
"683","OG0000682:",42
"684","OG0000683:",42
"685","OG0000684:",42
"686","OG0000685:",42
"687","OG0000686:",42
"688","OG0000687:",42
"689","OG0000688:",42
"690","OG0000689:",42
"691","OG0000690:",42
"692","OG0000691:",42
"693","OG0000692:",42
"694","OG0000693:",42
"695","OG0000694:",42
"696","OG0000695:",42
"697","OG0000696:",42
"698","OG0000697:",42
"699","OG0000698:",42
"700","OG0000699:",42
"701","OG0000700:",42
"702","OG0000701:",42
"703","OG0000702:",42
"704","OG0000703:",42
"705","OG0000704:",42
"706","OG0000705:",42
"707","OG0000706:",42
"708","OG0000707:",42
"709","OG0000708:",42
"710","OG0000709:",42
"711","OG0000710:",42
"712","OG0000711:",42
"713","OG0000712:",42
"714","OG0000713:",42
"715","OG0000714:",42
"716","OG0000715:",42
"717","OG0000716:",42
"718","OG0000717:",42
"719","OG0000718:",42
"720","OG0000719:",41
"721","OG0000720:",42
"722","OG0000721:",42
"723","OG0000722:",42
"724","OG0000723:",42
"725","OG0000724:",42
"726","OG0000725:",42
"727","OG0000726:",42
"728","OG0000727:",42
"729","OG0000728:",42
"730","OG0000729:",42
"731","OG0000730:",42
"732","OG0000731:",41
"733","OG0000732:",42
"734","OG0000733:",42
"735","OG0000734:",42
"736","OG0000735:",42
"737","OG0000736:",42
"738","OG0000737:",42
"739","OG0000738:",42
"740","OG0000739:",42
"741","OG0000740:",42
"742","OG0000741:",42
"743","OG0000742:",42
"744","OG0000743:",42
"745","OG0000744:",42
"746","OG0000745:",42
"747","OG0000746:",42
"748","OG0000747:",42
"749","OG0000748:",42
"750","OG0000749:",42
"751","OG0000750:",42
"752","OG0000751:",42
"753","OG0000752:",42
"754","OG0000753:",42
"755","OG0000754:",42
"756","OG0000755:",42
"757","OG0000756:",42
"758","OG0000757:",42
"759","OG0000758:",42
"760","OG0000759:",42
"761","OG0000760:",42
"762","OG0000761:",42
"763","OG0000762:",41
"764","OG0000763:",42
"765","OG0000764:",42
"766","OG0000765:",42
"767","OG0000766:",42
"768","OG0000767:",42
"769","OG0000768:",42
"770","OG0000769:",42
"771","OG0000770:",42
"772","OG0000771:",42
"773","OG0000772:",42
"774","OG0000773:",42
"775","OG0000774:",42
"776","OG0000775:",42
"777","OG0000776:",42
"778","OG0000777:",42
"779","OG0000778:",42
"780","OG0000779:",42
"781","OG0000780:",42
"782","OG0000781:",42
"783","OG0000782:",42
"784","OG0000783:",42
"785","OG0000784:",42
"786","OG0000785:",42
"787","OG0000786:",42
"788","OG0000787:",42
"789","OG0000788:",41
"790","OG0000789:",42
"791","OG0000790:",42
"792","OG0000791:",42
"793","OG0000792:",42
"794","OG0000793:",42
"795","OG0000794:",42
"796","OG0000795:",42
"797","OG0000796:",42
"798","OG0000797:",42
"799","OG0000798:",42
"800","OG0000799:",42
"801","OG0000800:",42
"802","OG0000801:",42
"803","OG0000802:",42
"804","OG0000803:",42
"805","OG0000804:",42
"806","OG0000805:",42
"807","OG0000806:",42
"808","OG0000807:",42
"809","OG0000808:",42
"810","OG0000809:",42
"811","OG0000810:",29
"812","OG0000811:",42
"813","OG0000812:",42
"814","OG0000813:",42
"815","OG0000814:",42
"816","OG0000815:",42
"817","OG0000816:",42
"818","OG0000817:",42
"819","OG0000818:",42
"820","OG0000819:",42
"821","OG0000820:",42
"822","OG0000821:",42
"823","OG0000822:",42
"824","OG0000823:",42
"825","OG0000824:",42
"826","OG0000825:",42
"827","OG0000826:",42
"828","OG0000827:",42
"829","OG0000828:",42
"830","OG0000829:",42
"831","OG0000830:",42
"832","OG0000831:",42
"833","OG0000832:",42
"834","OG0000833:",42
"835","OG0000834:",42
"836","OG0000835:",42
"837","OG0000836:",42
"838","OG0000837:",42
"839","OG0000838:",42
"840","OG0000839:",42
"841","OG0000840:",42
"842","OG0000841:",42
"843","OG0000842:",42
"844","OG0000843:",42
"845","OG0000844:",42
"846","OG0000845:",42
"847","OG0000846:",42
"848","OG0000847:",42
"849","OG0000848:",42
"850","OG0000849:",42
"851","OG0000850:",42
"852","OG0000851:",42
"853","OG0000852:",42
"854","OG0000853:",42
"855","OG0000854:",41
"856","OG0000855:",42
"857","OG0000856:",42
"858","OG0000857:",42
"859","OG0000858:",42
"860","OG0000859:",42
"861","OG0000860:",42
"862","OG0000861:",42
"863","OG0000862:",42
"864","OG0000863:",42
"865","OG0000864:",42
"866","OG0000865:",42
"867","OG0000866:",42
"868","OG0000867:",42
"869","OG0000868:",42
"870","OG0000869:",42
"871","OG0000870:",42
"872","OG0000871:",42
"873","OG0000872:",42
"874","OG0000873:",42
"875","OG0000874:",42
"876","OG0000875:",42
"877","OG0000876:",42
"878","OG0000877:",42
"879","OG0000878:",42
"880","OG0000879:",42
"881","OG0000880:",42
"882","OG0000881:",42
"883","OG0000882:",42
"884","OG0000883:",42
"885","OG0000884:",42
"886","OG0000885:",42
"887","OG0000886:",42
"888","OG0000887:",42
"889","OG0000888:",42
"890","OG0000889:",42
"891","OG0000890:",42
"892","OG0000891:",42
"893","OG0000892:",42
"894","OG0000893:",42
"895","OG0000894:",42
"896","OG0000895:",42
"897","OG0000896:",42
"898","OG0000897:",42
"899","OG0000898:",42
"900","OG0000899:",42
"901","OG0000900:",42
"902","OG0000901:",42
"903","OG0000902:",42
"904","OG0000903:",42
"905","OG0000904:",42
"906","OG0000905:",42
"907","OG0000906:",42
"908","OG0000907:",42
"909","OG0000908:",42
"910","OG0000909:",42
"911","OG0000910:",42
"912","OG0000911:",42
"913","OG0000912:",42
"914","OG0000913:",42
"915","OG0000914:",42
"916","OG0000915:",42
"917","OG0000916:",42
"918","OG0000917:",42
"919","OG0000918:",42
"920","OG0000919:",42
"921","OG0000920:",42
"922","OG0000921:",42
"923","OG0000922:",42
"924","OG0000923:",42
"925","OG0000924:",42
"926","OG0000925:",42
"927","OG0000926:",42
"928","OG0000927:",42
"929","OG0000928:",42
"930","OG0000929:",42
"931","OG0000930:",42
"932","OG0000931:",42
"933","OG0000932:",42
"934","OG0000933:",42
"935","OG0000934:",42
"936","OG0000935:",42
"937","OG0000936:",42
"938","OG0000937:",42
"939","OG0000938:",42
"940","OG0000939:",42
"941","OG0000940:",42
"942","OG0000941:",42
"943","OG0000942:",42
"944","OG0000943:",42
"945","OG0000944:",41
"946","OG0000945:",42
"947","OG0000946:",42
"948","OG0000947:",42
"949","OG0000948:",42
"950","OG0000949:",42
"951","OG0000950:",42
"952","OG0000951:",42
"953","OG0000952:",42
"954","OG0000953:",42
"955","OG0000954:",42
"956","OG0000955:",42
"957","OG0000956:",42
"958","OG0000957:",42
"959","OG0000958:",42
"960","OG0000959:",42
"961","OG0000960:",42
"962","OG0000961:",41
"963","OG0000962:",42
"964","OG0000963:",42
"965","OG0000964:",42
"966","OG0000965:",42
"967","OG0000966:",42
"968","OG0000967:",42
"969","OG0000968:",41
"970","OG0000969:",42
"971","OG0000970:",42
"972","OG0000971:",42
"973","OG0000972:",42
"974","OG0000973:",42
"975","OG0000974:",42
"976","OG0000975:",42
"977","OG0000976:",42
"978","OG0000977:",42
"979","OG0000978:",42
"980","OG0000979:",42
"981","OG0000980:",42
"982","OG0000981:",42
"983","OG0000982:",42
"984","OG0000983:",42
"985","OG0000984:",42
"986","OG0000985:",42
"987","OG0000986:",42
"988","OG0000987:",42
"989","OG0000988:",42
"990","OG0000989:",42
"991","OG0000990:",42
"992","OG0000991:",41
"993","OG0000992:",42
"994","OG0000993:",42
"995","OG0000994:",42
"996","OG0000995:",42
"997","OG0000996:",42
"998","OG0000997:",42
"999","OG0000998:",42
"1000","OG0000999:",42
"1001","OG0001000:",42
"1002","OG0001001:",42
"1003","OG0001002:",42
"1004","OG0001003:",42
"1005","OG0001004:",41
"1006","OG0001005:",42
"1007","OG0001006:",42
"1008","OG0001007:",40
"1009","OG0001008:",42
"1010","OG0001009:",42
"1011","OG0001010:",42
"1012","OG0001011:",42
"1013","OG0001012:",42
"1014","OG0001013:",42
"1015","OG0001014:",42
"1016","OG0001015:",42
"1017","OG0001016:",42
"1018","OG0001017:",39
"1019","OG0001018:",42
"1020","OG0001019:",40
"1021","OG0001020:",42
"1022","OG0001021:",42
"1023","OG0001022:",42
"1024","OG0001023:",42
"1025","OG0001024:",42
"1026","OG0001025:",42
"1027","OG0001026:",42
"1028","OG0001027:",42
"1029","OG0001028:",42
"1030","OG0001029:",42
"1031","OG0001030:",42
"1032","OG0001031:",42
"1033","OG0001032:",42
"1034","OG0001033:",42
"1035","OG0001034:",42
"1036","OG0001035:",28
"1037","OG0001036:",42
"1038","OG0001037:",41
"1039","OG0001038:",42
"1040","OG0001039:",42
"1041","OG0001040:",42
"1042","OG0001041:",42
"1043","OG0001042:",42
"1044","OG0001043:",41
"1045","OG0001044:",42
"1046","OG0001045:",42
"1047","OG0001046:",41
"1048","OG0001047:",42
"1049","OG0001048:",42
"1050","OG0001049:",42
"1051","OG0001050:",42
"1052","OG0001051:",42
"1053","OG0001052:",42
"1054","OG0001053:",42
"1055","OG0001054:",42
"1056","OG0001055:",41
"1057","OG0001056:",41
"1058","OG0001057:",28
"1059","OG0001058:",41
"1060","OG0001059:",41
"1061","OG0001060:",41
"1062","OG0001061:",41
"1063","OG0001062:",41
"1064","OG0001063:",41
"1065","OG0001064:",41
"1066","OG0001065:",41
"1067","OG0001066:",40
"1068","OG0001067:",41
"1069","OG0001068:",41
"1070","OG0001069:",41
"1071","OG0001070:",41
"1072","OG0001071:",41
"1073","OG0001072:",41
"1074","OG0001073:",41
"1075","OG0001074:",41
"1076","OG0001075:",41
"1077","OG0001076:",41
"1078","OG0001077:",41
"1079","OG0001078:",41
"1080","OG0001079:",41
"1081","OG0001080:",41
"1082","OG0001081:",41
"1083","OG0001082:",40
"1084","OG0001083:",40
"1085","OG0001084:",40
"1086","OG0001085:",40
"1087","OG0001086:",40
"1088","OG0001087:",40
"1089","OG0001088:",40
"1090","OG0001089:",40
"1091","OG0001090:",40
"1092","OG0001091:",40
"1093","OG0001092:",40
"1094","OG0001093:",40
"1095","OG0001094:",40
"1096","OG0001095:",40
"1097","OG0001096:",40
"1098","OG0001097:",40
"1099","OG0001098:",40
"1100","OG0001099:",40
"1101","OG0001100:",40
"1102","OG0001101:",40
"1103","OG0001102:",40
"1104","OG0001103:",40
"1105","OG0001104:",40
"1106","OG0001105:",40
"1107","OG0001106:",39
"1108","OG0001107:",41
"1109","OG0001108:",41
"1110","OG0001109:",41
"1111","OG0001110:",41
"1112","OG0001111:",41
"1113","OG0001112:",41
"1114","OG0001113:",41
"1115","OG0001114:",41
"1116","OG0001115:",41
"1117","OG0001116:",41
"1118","OG0001117:",41
"1119","OG0001118:",41
"1120","OG0001119:",41
"1121","OG0001120:",41
"1122","OG0001121:",41
"1123","OG0001122:",41
"1124","OG0001123:",41
"1125","OG0001124:",41
"1126","OG0001125:",41
"1127","OG0001126:",41
"1128","OG0001127:",41
"1129","OG0001128:",41
"1130","OG0001129:",41
"1131","OG0001130:",41
"1132","OG0001131:",41
"1133","OG0001132:",41
"1134","OG0001133:",25
"1135","OG0001134:",41
"1136","OG0001135:",41
"1137","OG0001136:",41
"1138","OG0001137:",41
"1139","OG0001138:",41
"1140","OG0001139:",41
"1141","OG0001140:",41
"1142","OG0001141:",40
"1143","OG0001142:",41
"1144","OG0001143:",41
"1145","OG0001144:",41
"1146","OG0001145:",40
"1147","OG0001146:",41
"1148","OG0001147:",41
"1149","OG0001148:",41
"1150","OG0001149:",41
"1151","OG0001150:",41
"1152","OG0001151:",41
